,word,tf-idf
0,상담,0.3688776028718846
1,생각,0.26438866815281
2,마음,0.22924239011093944
3,하는,0.20644480435405044
4,도움,0.18459711800369846
5,사람,0.18301395232613674
6,입니다,0.18238068605511204
7,청소년,0.1693987274991058
8,있는,0.16844882809256875
9,우울증,0.16623239614398233
10,센터,0.14375144352260566
11,친구,0.14343481038709333
12,있습니다,0.1250700885273772
13,자신,0.1250700885273772
14,스트레스,0.11842079268161788
15,치료,0.11177149683585859
16,감정,0.10828853234522277
17,시간,0.09847290514434001
18,우울,0.09752300573780297
19,합니다,0.08992381048550663
20,방법,0.08960717734999428
21,하고,0.08105808269116091
22,지금,0.08074144955564856
23,고민,0.07725848506501273
24,상황,0.0769418519295004
25,같아요,0.0769418519295004
26,좋은,0.07599195252296335
27,증상,0.075675319387451
28,됩니다,0.07440878684540161
29,비공개,0.07431780961359254
30,경우,0.07314225430335222
31,하면,0.07124245549027815
32,대해,0.06997592294822876
33,문제,0.06934265667720406
34,이야기,0.06902602354169171
35,때문,0.06744285786412997
36,질문,0.06680959159310527
37,하지,0.06364326023798181
38,있을,0.06269336083144476
39,사이버,0.06174346142490772
40,운동,0.06079356201837068
41,혼자,0.05952702947632129
42,기분,0.05794386379875956
43,되는,0.05699396439222251
44,이런,0.05572743185017312
45,어떤,0.05414426617261139
46,복지,0.05382763303709904
47,우울한,0.052561100495049654
48,해결,0.05192783422402496
49,드네,0.05146622406380025
50,원인,0.05097793481748791
51,공부,0.04907813600441383
52,활동,0.048667083622496256
53,보세요,0.04812823659787679
54,하기,0.04749497032685209
55,같은,0.04591180464929036
56,전화,0.04527853837826566
57,상태,0.044961905242753314
58,하세요,0.04492346180538116
59,있어요,0.04417473744195814
60,힘든,0.04306210642967923
61,이유,0.04306210642967923
62,학교,0.04305165089682361
63,보면,0.042745473294166884
64,해야,0.042745473294166884
65,가지,0.04211220702314219
66,정도,0.04211220702314219
67,대한,0.04179557388762984
68,수도,0.04116230761660515
69,노력,0.040529041345580455
